ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL
smt3-hardtype-port	mod	Shin Megami Tensei: Nocturne Chronicle (English Patched)	smt3	zombero,FuxorLuck	8/5/2020	Translation,Difficulty	Port of Hardtype Hack to Nocturne Chronicle Edition (B7479F4C). Note: it's Not a perfect port but you get All Hardtype features.<br><br>Known Issues:<br>-Demi-Fiend can only swap himself in battle.<br>- The maximum are 4 -Kaja stacks on the player and 2 -Kunda stacks on enemies instead of 2 -Kaja 2 -Kunda<br> The second message in Battles like: Missed, Defense improved, limit reached etc.. wont appear<br><br><a href=""https://shrinefox.com/forum/viewtopic.php?f=13&t=533"">See workarounds in thread</a>	 	https://i.imgur.com/tYMHh2O.jpg	https://drive.google.com/file/d/1dTMhz_HEtLAF6cQS-D3Xbnlwcwb85X3u/view
p3fes-battletendency	mod	Battle Tendency Music	p3fes	slasherguy21	8/7/2020	BGM	Just replacing some of the ost from Jojo Part 2 Battle Tendency. <a href=""https://shrinefox.com/forum/viewtopic.php?f=11&t=544"">Here are songs are replaced with.</a>	 	 	https://drive.google.com/file/d/1uH3wxDcqSdBzUo-Pb4DBR9sOjETMZz_B/view
p5-costumedialog	mod	Costume Dialog Mod (WIP)	p5	chlorophylls	8/25/2020	Script	This mod restores the unused costume dialogue found in P5R, which has been translated from the originally-Japanese text to English, thanks to the efforts of various fan translators and editors. <br>The unused script originally also had no portraits except for the neutral one; these have been edited with portraits to better fit the dialogue. Keep in mind that this is a fan translation of unused dialogue. <br>Note that the only dialogue that has been fully translated, edited, and coded into this mod so far is for Haru, Yusuke, and Makoto, due to the differing speeds at which different translators and editors work. This mod is a beta/work in progress, and will be updated for the other characters when possible. (The next party member to be updated with translated dialogue is Ann.) <br>To use it, with an outfit equipped (on Joker and/or any of the party members), talk to any one of your party members at the dungeon entrance (not safe rooms) and select ""How's the clothes?"" (this option only pops up if Joker or the party member has a non-default costume equipped).	 	https://www.youtube.com/watch?v=j49vivy3J5E	https://drive.google.com/file/d/1tTk_xIZQPKDS7OoMttf-7_6NkBl1l659/view
p5-p3fesmovieintro	mod	P3FES Intro (Movie ver)	p5	HulaHoopla	8/26/2020	FMV	This replaces the opening cutscene with CozyFlich's edit of P3 FES's intro with clips from the movie.	 	 	https://drive.google.com/file/d/1WSjZmg7F6deY8oK2FLSFagODQp16baTy/view
p5-disableconfidantskills	mod	Disable Confidant Skills	p5	Zelkin	8/27/2020	CTD	This mod disables the Persona evolution of Makoto, Haru, Yusuke, Ann and Ryuji, as well as his instakill ability. Futaba's mementos scan, position hack, and treasure reboot was also removed as well as several of Ohya's Scoops. <br>This mod is mostly untested, so please report any bugs you find.	 	 	https://drive.google.com/file/d/1hSVYUsIy1fOfACfH191GelwODm1ZDwil/view
p5-hd2x-environments	mod	HD2x Persona 5	p5	Zelkin	8/31/2020	Texture	an AI upscaled texture mod of all the environment textures for Persona 5. All textures have been upscaled using the waifu2x caffe software, increasing the dimension by 2 times in width and length. Pixel count is increased 4 times. As a side effect, many baked light sources and shadows have been upscaled as well.	<b>Update 4:</b> fixed transparency related issues on some textures, sharpened a bit more all textures	https://i.ibb.co/JcSFjKL/rpcs3-2020-07-23-15-39-53.png	https://drive.google.com/file/d/1daC-HzOVxD4Ah8LnOaqOQ1jGOTbAWsM4/view
p5-faithful-bgm	mod	P5 The Faithful Music Pack	p5	shibe	9/2/2020	BGM	This mod aims to create an enhanced, yet faithful listening experience for Persona 5. It has a heavy focus on songs from Persona 5 Royal and Persona 5 the Animation, but contains songs from other media such as Persona 5 Scramble, Persona Q2, Persona 3 and Persona 4 the Animation. I have tried to maintain the same tone of the game's original audio, but this has not been thoroughly tested, so let me know if you think any of the songs don't fit the scenario where they play.<br><br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=596"">Song List</a>	 	 	https://mega.nz/file/Rr5CDIjS#GaexQYngqb7MNP_v8x3cOdzVDpBB3Zx208LpzHmK5OI
p5-vibingnaoto	mod	Vibing Naoto	p5	REALMadMax1960	12/14/2020	Party	WIP Release of Vibing Noot Mod!<br><br>Replaces: <br>Normal Morgana Costume - Smiling Noot <br>Teddie Costume - Normal Noot <br>Aegis Costume - Yeehaw/Arthur Noot <br>Sheep Costume - Raidou Noot <br>Maid Costume - (WIP) Punished Noot <br> <br>Custom WIP AOA <br>Overworld Morgana is colored to Noot colors with a Naoto hat, except for the Morgana cat models inside bag. <br>Guard and Tactics anim is replaced with Vibing Dance	<b>Update 0.4 12/14/2020</b>:<br>- Sans Noot<br>- Rise Noot<br>- School Girl Noot<br>- Mandolorian Noot (with Baby Yoda following her!)<br>- Bustups<br>- Catgana replacement<br>- Model Optimization<br> <b>0.3 Update:</b> Major Additions on this update<br><br>- File organization Overhaul<br>- Single Gap support (you can use Kasumi and see naoto vibe now, thank dniwe for that)<br>- Femmc Noot<br>- Akechi Noot<br>- Makoto (P3) Noot<br>- Kasumi Noot<br>- Battle idle is now vibin, she will always vibe now basically<br>There is now an ""extras"" folder, inside this folder is models that have been removed<br>or alternate versions of current models that you may prefer, feel free<br>to use these over the ones currently there<br><a href=""https:\\shrinefox.com\PatchCreator"">Single Gap Patch is required</a>	https://media.discordapp.net/attachments/715292143442460704/788160677411160154/Screenshot_3199.png	https://cdn.discordapp.com/attachments/715292143442460704/788160754947457064/Chibi_Naoto.rar
p5-colorful-ui	mod	Colorful Battle UI	p5	HaythamQuake	9/6/2020	UI	Introducing the battle portraits in <span style=""color:#FF0000"">C</span><span style=""color:#FF8000"">O</span><span style=""color:#FFFF00"">L</span><span style=""color:#00FF00"">O</span><span style=""color:#0000FF"">U</span><span style=""color:#BF00FF"">R</span>!<br><br>This is inspired by the battle portraits in Persona 5: Scramble when you are in combat. Please make sure to place this higher than any other mod in the Mod Compendium that alters the battle portraits such as the Kasumi over Haru mod and the Darkechi mod.	 	https://i.imgur.com/VvDyZIq.png	https://mega.nz/file/DQQB3SRK#0OkNay_AtxRb_rnHNbN-3buU-O2hpDDaCDYn_I0u9ac
p5-p3mc-costume	mod	P5R P3MC Ported as Costume	p5	DniweTamp	9/8/2020	Player,UI,Port	P5R's ""SEES Boy"" ported to P5, with custom animations, replaces Gekkoukan High outfit. Also replaces all Joker's weapons with his sword. Replaces some UI elements to be blue, and also changes the critical cut-in.	 	https://cdn.discordapp.com/attachments/432243967917293580/752089441799110696/unknown.png	https://cdn.discordapp.com/attachments/383343424625180675/752770116281827358/P5R_P3MC_Costume_port.7z
p5-labrys-over-haru	mod	Labrys over Haru	p5	_Saitsu_	9/10/2020	Party	Labrys over Shadow Ops Haru	 	https://media.discordapp.net/attachments/645431333434294332/753589829865832528/screenshot-2020_09_10_09_14_30.png?width=1204&height=677	https://cdn.discordapp.com/attachments/645431333434294332/753590916064870440/Labrys.rar
p5-modloader	mod	Persona 5 Mod Support (patch.yml)	p5	TGE	9/13/2020	RPCS3,Debug,Executable,FPS,TTY,Patch	An EBOOT modification for loading modded files from a custom mod.cpk file in the USRDIR folder. <br>Also includes the following optional mods: 60 FPS, logging of accessed files to debug console, HUD/blur/distortion toggle, randomized battle music, skipping DLC unlock messages, skipping opening logos	<b>Update 9/13/2020</b>: Include new format for RPCS3's new patch manager (use old version with <a href=""https://github.com/TGEnigma/RPCS3PatchEboot"">RPCS3PatchEboot</a>)	https://media.discordapp.net/attachments/153593230024245248/353253118659657728/unknown.png?width=989&height=560	https://shrinefox.com/PatchCreator
p5-intromashup	mod	Persona 5 Intro Mashup	p5	HulaHoopla	9/14/2020	FMV	This replaces the intro with an edit I made of Persona 5, Royal's, Scramble's and Dancing intro in one.	 	 	https://drive.google.com/file/d/1s2k3t5-KjeIR4iFXuOJmvEVF8-T6z4_c/view
p5-adachi	mod	Persona 5 Adachi Mod	p5	ShrineFox,TGE,Crowpocalypse	9/17/2020	Scripts,QoL,Player,NPC,BGM,Voice,UI,Persona,Text	Playable Adachi complete with updated voices, BGM, DLC costumes, UI graphics and more.	<b>Update v1.1</b>: Fix phone event crash, Yongen-Jaya crash, black rectangle on talk portrait	https://www.youtube.com/watch?v=AK60M1zDv2k	https://amicitia.github.io/en/adachi
p5-music-redux	mod	Persona 5 Music Redux	p5	HulaHoopla	9/18/2020	BGM,Sound	This mod replaces all of the dlc music with different songs from that game. (ex. P4AU The arena - Break out of..)<br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=628"">Track List</a>	 	https://www.youtube.com/watch?v=dvEk4lXytVQ	https://drive.google.com/file/d/1VeARjZ-8TX75FGYyp-8_M_KwZ9zPec0S/view
p5-akechi-navi	mod	Akechi Navigator	p5	AnotherNicholas	11/14/2020	Navi	Replaces Futaba's Navi Portrait with 3rd Semester Akechi's from P5R. <br>Replaces most battle lines. <br>Replaces 6 of Futaba's Mementos Conversations.	<b>Update 2.0</b>: Includes clean versions of most combat lines now	https://www.youtube.com/watch?v=qfbaI3Vubvc	https://drive.google.com/file/d/1IUAY2Ea5gJZpUtk_Ghnjt68t-PeQwoch/view
p5-persona-backport	mod	Big Personas Backport Mod	p5	Magatsu	12/26/2020	Table,Persona,Port	Backports Personas from P5R and other games. Includes:<br>-The new Arcanas from Royal<br>- New Custom Personas<br>- New skills<br>- Royal Personas now in their original slots	<b>Update 4:</b> <br>- P3/P4/Scramble/SMT III/Imagine Personas/Demons<br>- Fixed some issues<br>- Added more skills<br>- Quick names fix<br>- And other many things	https://cdn.discordapp.com/attachments/698069141210398751/791143382721495080/Persosna.png	https://mega.nz/file/wShSjB6K#EwCXmSPgJ9qxJZuKtdCH5VxwfEKDf3ZfYMfgkGAAUTM
p5-cognitive-thieves	mod	Cognitive Phantom Thieves	p5	Haalyle	10/1/2020	Player,Party	A texture mod based on the Cognitive Phantom Thieves from Scramble.	 	https://pbs.twimg.com/media/EjIVCXFU0AIpUQd.jpg	https://drive.google.com/file/d/1N1M173i2dELAXne7p1E3zP71S9oWOQrF/view
p5-unmaskedbattle	mod	Unmasked Joker Battle Portrait	p5	Century_	10/2/2020	Port,UI	Backport of the Unmasked joker battle portrait used in P5R. Mod idea by: The First Blue Haired Protagonist	 	 	https://cdn.discordapp.com/attachments/353506385213784065/761457770313678878/Unmasked_Joker_Battle_Portrait.7z
p5-royal-title-backport	mod	P5R Title Screen Model Backport	p5	Century_	10/2/2020	Title,Player,Party	A seemingly ""simple"" mod. This mod replaces the title screen models in P5 with the ones from P5R, the difference is minimal, but it's there.<br>Instead of having the characters wearing their school uniform they now have Phantom Thief clothes, that's about it lol.<br>I also changed the song ""Phantom"" for ""Royal Days"" because why not?�:)	 	https://cdn.discordapp.com/attachments/746584552293531720/761696463305572432/Screenshot_169.png	https://mega.nz/file/0Xo0WJDK#fDVCjwhDZp9gLMBlZ-ivrffMsrpV_0Vx55ZNxMU2V-c
p5-rebalance	mod	P5 Rebalance	p5	JustAnotherAnon	10/4/2020	Table,QoL	A mod that re-balances items, skills, and some personas to make stuff that's useless less useless. <br>- Gave Arsene 16 skills from level 0 to 66, including ones that he has in the opening stage <br>- Gave Kaguya 16 skills <br>- Tweaked some ultimate weapon stats and effects <br>- Altered some of the items created via electric chair <br>- Tweaked some team member persona's <br>- Double damage of attack items and gave some of them status effects	 	 	https://drive.google.com/file/d/1BXFPVZiN7pcSRL3lBlQnZ_c1pmYvTOJl/view
p5-nocturne-battle-bgm	mod	SMT III: Nocturne Battle Theme	p5	NogiCZek	10/5/2020	BGM,Sound,BGM	Mod replacing Last Surprise with One More God Rejected from Shin Megami Tensei III: Nocturne	 	 	https://drive.google.com/file/d/1o_CGKyKmJxyHlNX9lXPhcF1aY1Zubewo/view
p5r-darkechi-cutin-fix	mod	Darkechi Cutin Fix	p5r	lipsum	10/9/2020	Texture	Akechi's 3rd semester cutin (bct_p_bc0009_01) uses the wrong alpha channel - specifically, the alpha channel from Akechi's default cutin (bct_p_bc0009). The issue exists in all versions of the game, and even appears in promotional material. This mod fixes the cutin alpha channel using the Thieves Den render of said cutin as a reference.	 	https://cdn.discordapp.com/attachments/546718581572894730/764212134648741898/compare50q.png	https://cdn.discordapp.com/attachments/546718581572894730/764498139482292244/Darkechi_Cutin_Fix.7z
p5-p3d-font-mod	mod	EPIC Persona 3 Dancing Font Mod	p5	Century_	10/9/2020	Font	Pretty self-explanatory. This mod replaces the normal P5 font with the P3D Font EXCEPT for Kanji Characters, mainly because there's too many of them and the characters don't align on both font files.	 	https://cdn.discordapp.com/attachments/746584552293531720/764275430164791296/unknown_2.png	https://cdn.discordapp.com/attachments/746584552293531720/764274738671386644/P3D_Font_Port.7z
p5-p3musicpack	mod	Persona 3 Music Pack	p5	DonQuixote	10/10/2020	BGM,Sound	This music pack replaces nearly every track in the game with various tracks from Persona 3, FES, Portable, the movies, Reincarnation, and Q1 and Q2. This was done to give Persona 5 a feeling similar to Persona 3 because I really, really love Persona 3. <a href=""https://shrinefox.com/forum/viewtopic.php?f=15&p=2460#p2460"">Tracklist</a>	<b>Update 2.0</b>: -Increased the decibels of 46 - Darkness, 34 - Bonds, 14 - Calamity, 37 - Crisis, 38 and 39 - Persona Invocation, 4 - Troubled, 6 - p3ct004_01, 87 - This Mysterious Feeling, 85 - Kyoto, 42 - Paulownia Mall -In the Labyrinth-, 57 - Blind Alley, 54 - Between Doors, 55 - Interstice of Time, 48 - Heartful Cry, 60 - Persona, and 78 - Iwatodai Dorms by 3. <br>-Increased the decibels of 29 - Darkness by 6.	 	https://drive.google.com/drive/folders/1NdUjLzfK15sDFjzUgLi6L14EIW_ma2g3
p5-scramble-royal-bgm	mod	P5 Royal/Scramble Music Mod	p5	NogiCZek	10/10/2020	BGM,Sound,BGM	This mod replaces some music with music from P5R and P5S . <a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=654"">Track List</a>	 	 	https://drive.google.com/file/d/1dWEp0x6Ks7CUIAISIlL-sAqZCTObQ_sC/view
p5-random-weapons	mod	Random Weapon Pack Mod	p5	ReLyf	10/11/2020	Weapon Model,Skin	This mod replaces All of Joker weapon and gun, Also replaces Yusuke final sword	 	https://cdn.discordapp.com/attachments/715292143442460704/739049146765410314/transparent-image1.jpg	https://cdn.discordapp.com/attachments/714673250205958286/739393703923154964/Weap.7z
p4d-jotaro-naoto	mod	Jotaro Costume (Naoto)	p4d	80constant	10/11/2020	Player,Skin	This is a model import for Naoto that adds a costume with the clothes of Jotaro Kujo from Jojo's Bizarre Adventure: Stardust Crusaders. Enjoy!	 	https://www.youtube.com/watch?v=rsOjBhsJf7M	https://drive.google.com/file/d/172-A5KYyS5ywuZK89vAw7tCk4DYkGEhI/view?usp=sharing
p5-p3femc-bgm	mod	Persona 3 FeMC Music Pack	p5	DonQuixote	10/12/2020	Sound,BGM	This music pack serves as an alternate version of my previous mod, the�Persona 3 Music Pack. I had gotten feedback to make some adjustments to it in order to give Persona 5 a feeling similar to Persona 3 Portable for those of us who really, really love the FeMC.<br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&t=658"">Track List</a>	 	 	https://drive.google.com/drive/folders/1QhPWW7cjuGOPdVlUbfYS-a0TI_dof6S1
p5-twewy-bgm	mod	The World Ends With You P5 Remix	p5	AnotherNicholas	10/13/2020	Title,Sound,BGM	A giant TWEWY based music pack that does a few extra things:<br>Replaces a total of 56 songs<br>Updates the title screens logo and sounds<br>Completely changes the fiction agreement<br><a href=""https://shrinefox.com/forum/viewtopic.php?f=15&p=2614"">Track List</a>	 	 	https://drive.google.com/file/d/1fvhB5tCkaLnXGk05fKHdzA2FJTLph8jk/view
p5-no-hands-idle	mod	MC - no hands in pockets for idle animations	p5	Crowpocalypse	10/13/2020	Player,Animation	Small mod for those who'd like to take screen shots of custom MC models without the character putting their hands in their pockets.		https://i.imgur.com/byPPk35.png	https://mega.nz/file/qGp2kSwA#OZxOMHuzplZkW2Hr26USN_eU8CWn8S_s-1f1lPcMXes
p3fes-nanako-mod	mod	Nanako over Ken	p3fes	Pioziomgames	10/18/2020	UI,Party,Modelswap	A mod that replaces Ken with Nanako	 	https://i.imgur.com/ccWBd2J.png	https://drive.google.com/drive/folders/1rOX7WaVI6k9Ar54BVicnj-HrrULdVjyH?usp=sharing
switch-ui	mod	Switch Button Prompts	p5	DniweTamp	10/22/2020	UI	A mod that replaces all P5 Button Prompts to those that are seen in the Switch release of Persona 5 Scramble	 	https://cdn.discordapp.com/attachments/383343424625180675/768815667360170044/preview.png	https://cdn.discordapp.com/attachments/383343424625180675/768815930284179496/Switch_Button_Prompts.7z
p5-joker-lupin-III	mod	Lupin III Joker Costumes	p5	DniweTamp	10/23/2020	Player,Party,Skin	This mod replaces 5 of Joker's outfits to the Lupin the 3rd based ones,<br>The following costumes were changed:<br><br>Summer Uniform - The Green Jacket (Part 1)<br>Summer Casual - The Red Jacket (Part 2)<br>Winter Uniform - The Pink Jacket (Part 3)<br>Winter Casual - The Blue Jacket (Part 4-5)<br>Swimsuit - The Black Jacket (Goodbye Partner)	 	https://cdn.discordapp.com/attachments/681270126657798295/769347180002803712/unknown.png	https://cdn.discordapp.com/attachments/383343424625180675/769349368184569887/Lupin_III_Joker_costumes.7z
